Year,yhat,Country,Indicator
2023,3609030876009.5176,Indonesia,Financial
2023,3793442844099.968,Indonesia,Financial
2024,3856824051528.896,Indonesia,Financial
2025,3988823500579.256,Indonesia,Financial
2026,4126195457436.233,Indonesia,Financial
2027,4268905878372.4033,Indonesia,Financial
1986,954681792889.8528,Brazil,Financial
1987,1017778032806.0753,Brazil,Financial
1988,1070612262695.6156,Brazil,Financial
1989,1146779323171.0544,Brazil,Financial
1990,1220143425656.3223,Brazil,Financial
1991,1283239665789.5356,Brazil,Financial
1992,1336073895761.9856,Brazil,Financial
1993,1412240956507.279,Brazil,Financial
1994,1485605059264.7107,Brazil,Financial
1995,1548701299704.2417,Brazil,Financial
1996,1601535530021.9395,Brazil,Financial
1997,1677702600161.059,Brazil,Financial
1998,1751066712195.814,Brazil,Financial
1999,1814164421068.6978,Brazil,Financial
2000,1867000119881.7932,Brazil,Financial
2001,1943168653811.3618,Brazil,Financial
2002,2016534225714.1157,Brazil,Financial
2003,2079631935556.3115,Brazil,Financial
2004,2132467635407.1624,Brazil,Financial
2005,2208636170013.7466,Brazil,Financial
2006,2282001742588.507,Brazil,Financial
2007,2345099452491.513,Brazil,Financial
2008,2397935151882.5244,Brazil,Financial
2009,2474102945936.453,Brazil,Financial
2010,2547433067044.3057,Brazil,Financial
2011,2610432681986.1416,Brazil,Financial
2012,2663170286629.7583,Brazil,Financial
2013,2739166069392.3535,Brazil,Financial
2014,2812304047587.83,Brazil,Financial
2015,2875153317858.2344,Brazil,Financial
2016,2927731133186.2676,Brazil,Financial
2017,3003641076737.2344,Brazil,Financial
2018,3076748764715.5254,Brazil,Financial
2019,3139588590341.7256,Brazil,Financial
2020,3192166405669.7964,Brazil,Financial
2021,3268076349220.832,Brazil,Financial
2022,3341184037199.0996,Brazil,Financial
2023,3404023862825.2847,Brazil,Financial
2023,3300588623027.8467,Brazil,Financial
2024,3498940908067.164,Brazil,Financial
2025,3531082510942.782,Brazil,Financial
2026,3553084910008.074,Brazil,Financial
2027,3565023895511.985,Brazil,Financial
1986,1445346744434.1707,France,Financial
1987,1482851482485.4463,France,Financial
1988,1504191002093.276,France,Financial
1989,1547226375430.1958,France,Financial
1990,1600890376134.3533,France,Financial
1991,1638395114204.622,France,Financial
1992,1659734633829.7915,France,Financial
1993,1702770007195.993,France,Financial
1994,1756435817262.3726,France,Financial
1995,1793945944969.233,France,Financial
1996,1819625069950.6362,France,Financial
1997,1867042898915.553,France,Financial
1998,1925077381312.8384,France,Financial
1999,1966952678201.5264,France,Financial
2000,1992662756632.569,France,Financial
2001,2040080662920.3745,France,Financial
2002,2098115222434.2341,France,Financial
2003,2139990519292.1619,France,Financial
2004,2165700589773.3618,France,Financial
2005,2213118488094.916,France,Financial
2006,2271015134927.191,France,Financial
2007,2302820541225.516,France,Financial
2008,2308187883989.5874,France,Financial
2009,2335151911551.8584,France,Financial
2010,2372786210591.3047,France,Financial
2011,2394261246962.485,France,Financial
2012,2399571064884.1177,France,Financial
2013,2426532819528.184,France,Financial
2014,2464167118520.6655,France,Financial
2015,2485642154872.973,France,Financial
2016,2490951972782.5474,France,Financial
2017,2517913727429.7095,France,Financial
2018,2555548026422.783,France,Financial
2019,2577023062781.9697,France,Financial
2020,2582332880691.5493,France,Financial
2021,2609294635338.8447,France,Financial
2022,2646928934331.8735,France,Financial
2023,2668403970690.9297,France,Financial
2023,2442769506751.6006,France,Financial
2024,2662880136406.8975,France,Financial
2025,2635952434870.523,France,Financial
2026,2593007699153.3716,France,Financial
2027,2534150414661.439,France,Financial
1986,1330748784140.7783,United Kingdom,Financial
1987,1368640511597.7412,United Kingdom,Financial
1988,1385723715680.5278,United Kingdom,Financial
1989,1433568659166.7422,United Kingdom,Financial
1990,1492268715146.5151,United Kingdom,Financial
1991,1530160442637.1716,United Kingdom,Financial
1992,1547243646676.2861,United Kingdom,Financial
1993,1595088622022.2163,United Kingdom,Financial
1994,1653808171395.6104,United Kingdom,Financial
1995,1691719392386.3262,United Kingdom,Financial
1996,1708829707027.1924,United Kingdom,Financial
1997,1756701835473.6643,United Kingdom,Financial
1998,1815429002263.399,United Kingdom,Financial
1999,1853347840630.7283,United Kingdom,Financial
2000,1870458155773.4458,United Kingdom,Financial
2001,1918330284484.4395,United Kingdom,Financial
2002,1977057451273.9387,United Kingdom,Financial
2003,2014976289668.4338,United Kingdom,Financial
2004,2032079157008.2683,United Kingdom,Financial
2005,2079943817492.6882,United Kingdom,Financial
2006,2134514108532.896,United Kingdom,Financial
2007,2168239523474.7415,United Kingdom,Financial
2008,2174818018697.1167,United Kingdom,Financial
2009,2212096376690.648,United Kingdom,Financial
2010,2260258010739.278,United Kingdom,Financial
2011,2287611316346.0073,United Kingdom,Financial
2012,2294156098549.43,United Kingdom,Financial
2013,2331433747345.7197,United Kingdom,Financial
2014,2379595381132.211,United Kingdom,Financial
2015,2406948686156.5083,United Kingdom,Financial
2016,2413493467738.4517,United Kingdom,Financial
2017,2450771116202.8516,United Kingdom,Financial
2018,2498932749677.2456,United Kingdom,Financial
2019,2526286054662.498,United Kingdom,Financial
2020,2532830836244.4756,United Kingdom,Financial
2021,2570108484709.035,United Kingdom,Financial
2022,2618270118183.384,United Kingdom,Financial
2023,2645623423168.524,United Kingdom,Financial
2023,2352174151871.525,United Kingdom,Financial
2024,2637940123551.4146,United Kingdom,Financial
2025,2603010638460.2046,United Kingdom,Financial
2026,2547486889408.4272,United Kingdom,Financial
2027,2471511520378.701,United Kingdom,Financial
1986,8.971306300799986,Turkmenistan,Efficiency
1987,8.799712718014558,Turkmenistan,Efficiency
1988,8.649889952314009,Turkmenistan,Efficiency
1989,8.479147514888533,Turkmenistan,Efficiency
1990,8.285790072801632,Turkmenistan,Efficiency
1991,8.114196490008766,Turkmenistan,Efficiency
1992,7.964373724066321,Turkmenistan,Efficiency
1993,7.793631286462719,Turkmenistan,Efficiency
1994,7.600273844262185,Turkmenistan,Efficiency
1995,7.428680261361956,Turkmenistan,Efficiency
1996,7.278857495566696,Turkmenistan,Efficiency
1997,7.108115058001307,Turkmenistan,Efficiency
1998,6.91475761593827,Turkmenistan,Efficiency
1999,6.743164033133993,Turkmenistan,Efficiency
2000,6.5933412671958305,Turkmenistan,Efficiency
2001,6.422598829244722,Turkmenistan,Efficiency
2002,6.229241387006311,Turkmenistan,Efficiency
2003,6.057647803934029,Turkmenistan,Efficiency
2004,5.90782503812994,Turkmenistan,Efficiency
2005,5.7370826004675255,Turkmenistan,Efficiency
2006,5.543725158205263,Turkmenistan,Efficiency
2007,5.372131575443316,Turkmenistan,Efficiency
2008,5.222308809609148,Turkmenistan,Efficiency
2009,5.051567704133575,Turkmenistan,Efficiency
2010,4.858223249948187,Turkmenistan,Efficiency
2011,4.686645214404253,Turkmenistan,Efficiency
2012,4.536837995922349,Turkmenistan,Efficiency
2013,4.366111148382844,Turkmenistan,Efficiency
2014,4.172772934085274,Turkmenistan,Efficiency
2015,4.001198579067385,Turkmenistan,Efficiency
2016,3.851395041397445,Turkmenistan,Efficiency
2017,3.6806718845488597,Turkmenistan,Efficiency
2018,3.4873336705228746,Turkmenistan,Efficiency
2019,3.3157593157909355,Turkmenistan,Efficiency
2020,3.165955778120982,Turkmenistan,Efficiency
2021,2.995232621272195,Turkmenistan,Efficiency
2022,2.801894407246259,Turkmenistan,Efficiency
2023,2.630320052514465,Turkmenistan,Efficiency
2023,2.783144131346149,Turkmenistan,Efficiency
2024,2.352449423446438,Turkmenistan,Efficiency
2025,2.246043135114978,Turkmenistan,Efficiency
2026,2.1611808616100605,Turkmenistan,Efficiency
2027,2.0977048680683454,Turkmenistan,Efficiency
1986,3.3515499023999498,Trinidad and Tobago,Efficiency
1987,3.4572612453740774,Trinidad and Tobago,Efficiency
1988,3.537627008861609,Trinidad and Tobago,Efficiency
1989,3.7907343710311316,Trinidad and Tobago,Efficiency
1990,3.9218356705934836,Trinidad and Tobago,Efficiency
1991,4.027547013332077,Trinidad and Tobago,Efficiency
1992,4.107912776600872,Trinidad and Tobago,Efficiency
1993,4.361020138646124,Trinidad and Tobago,Efficiency
1994,4.492112919763275,Trinidad and Tobago,Efficiency
1995,4.597731710166369,Trinidad and Tobago,Efficiency
1996,4.6779463675715505,Trinidad and Tobago,Efficiency
1997,4.833716150321922,Trinidad and Tobago,Efficiency
1998,4.867745820172861,Trinidad and Tobago,Efficiency
1999,4.876382222793998,Trinidad and Tobago,Efficiency
2000,4.859654673531637,Trinidad and Tobago,Efficiency
2001,5.01539521145089,Trinidad and Tobago,Efficiency
2002,5.049395369413887,Trinidad and Tobago,Efficiency
2003,5.058005569559016,Trinidad and Tobago,Efficiency
2004,5.041269324488317,Trinidad and Tobago,Efficiency
2005,5.197008645285997,Trinidad and Tobago,Efficiency
2006,5.230982561552931,Trinidad and Tobago,Efficiency
2007,5.2395134665378595,Trinidad and Tobago,Efficiency
2008,5.207904988221133,Trinidad and Tobago,Efficiency
2009,5.348636160965086,Trinidad and Tobago,Efficiency
2010,5.367576118622812,Trinidad and Tobago,Efficiency
2011,5.274664060353604,Trinidad and Tobago,Efficiency
2012,5.156406422709152,Trinidad and Tobago,Efficiency
2013,5.210340741442507,Trinidad and Tobago,Efficiency
2014,5.1428131861196675,Trinidad and Tobago,Efficiency
2015,5.049895673986589,Trinidad and Tobago,Efficiency
2016,4.931632582334915,Trinidad and Tobago,Efficiency
2017,4.985566900808601,Trinidad and Tobago,Efficiency
2018,4.918039345356183,Trinidad and Tobago,Efficiency
2019,4.825121833079807,Trinidad and Tobago,Efficiency
2020,4.706858741428336,Trinidad and Tobago,Efficiency
2021,4.760793059902178,Trinidad and Tobago,Efficiency
2022,4.693265504449499,Trinidad and Tobago,Efficiency
2023,4.600347992173162,Trinidad and Tobago,Efficiency
2023,3.982741465448757,Trinidad and Tobago,Efficiency
2024,4.338563655018791,Trinidad and Tobago,Efficiency
2025,4.169914593697759,Trinidad and Tobago,Efficiency
2026,3.976310760011823,Trinidad and Tobago,Efficiency
2027,3.7579676245438063,Trinidad and Tobago,Efficiency
1986,1.9168490789999695,"Venezuela, RB",Efficiency
1987,1.9249761917554578,"Venezuela, RB",Efficiency
1988,1.9164015976815767,"Venezuela, RB",Efficiency
1989,2.016603324866111,"Venezuela, RB",Efficiency
1990,2.0414596998808134,"Venezuela, RB",Efficiency
1991,2.04958681259453,"Venezuela, RB",Efficiency
1992,2.0410122182495036,"Venezuela, RB",Efficiency
1993,2.1412139450546706,"Venezuela, RB",Efficiency
1994,2.166070319284145,"Venezuela, RB",Efficiency
1995,2.1741974310008345,"Venezuela, RB",Efficiency
1996,2.1656228362256087,"Venezuela, RB",Efficiency
1997,2.2658245632311202,"Venezuela, RB",Efficiency
1998,2.2906809379634563,"Venezuela, RB",Efficiency
1999,2.298808050284898,"Venezuela, RB",Efficiency
2000,2.290233455925021,"Venezuela, RB",Efficiency
2001,2.3904351829075514,"Venezuela, RB",Efficiency
2002,2.4152915576905203,"Venezuela, RB",Efficiency
2003,2.4234186899415504,"Venezuela, RB",Efficiency
2004,2.4148441169855666,"Venezuela, RB",Efficiency
2005,2.5150458654969627,"Venezuela, RB",Efficiency
2006,2.539904984623763,"Venezuela, RB",Efficiency
2007,2.5480370593683856,"Venezuela, RB",Efficiency
2008,2.5394755373863633,"Venezuela, RB",Efficiency
2009,2.6397171144281897,"Venezuela, RB",Efficiency
2010,2.6646515121378354,"Venezuela, RB",Efficiency
2011,2.6728992646373086,"Venezuela, RB",Efficiency
2012,2.664445310301873,"Venezuela, RB",Efficiency
2013,2.764791131557438,"Venezuela, RB",Efficiency
2014,2.7897912988035833,"Venezuela, RB",Efficiency
2015,2.798073945551976,"Venezuela, RB",Efficiency
2016,2.7896660385115917,"Venezuela, RB",Efficiency
2017,2.890034909558197,"Venezuela, RB",Efficiency
2018,2.9150579716538543,"Venezuela, RB",Efficiency
2019,2.923351771448407,"Venezuela, RB",Efficiency
2020,2.914943864408155,"Venezuela, RB",Efficiency
2021,3.0153127354548612,"Venezuela, RB",Efficiency
2022,3.040335797550354,"Venezuela, RB",Efficiency
2023,3.0486295973449247,"Venezuela, RB",Efficiency
2023,2.715840654079055,"Venezuela, RB",Efficiency
2024,3.015168104314241,"Venezuela, RB",Efficiency
2025,2.9735532527051256,"Venezuela, RB",Efficiency
2026,2.9154897999133325,"Venezuela, RB",Efficiency
2027,2.8411184799766844,"Venezuela, RB",Efficiency
1986,23.504476976870045,Bahrain,Efficiency
1987,22.48668115722366,Bahrain,Efficiency
1988,21.122826268423516,Bahrain,Efficiency
1989,20.56018999516679,Bahrain,Efficiency
1990,19.88850809035852,Bahrain,Efficiency
1991,18.87071227027309,Bahrain,Efficiency
1992,17.506857381860677,Bahrain,Efficiency
1993,16.944221109019292,Bahrain,Efficiency
1994,16.27253920448026,Bahrain,Efficiency
1995,15.254746412944527,Bahrain,Efficiency
1996,13.890916812477869,Bahrain,Efficiency
1997,13.328545931325696,Bahrain,Efficiency
1998,12.657128693639034,Bahrain,Efficiency
1999,11.64016126855961,Bahrain,Efficiency
2000,10.277703093620008,Bahrain,Efficiency
2001,9.717093187285137,Bahrain,Efficiency
2002,9.04840878053205,Bahrain,Efficiency
2003,8.033696819446778,Bahrain,Efficiency
2004,6.878276695851749,Bahrain,Efficiency
2005,6.5246462417757485,Bahrain,Efficiency
2006,6.121491021521173,Bahrain,Efficiency
2007,5.687716449991619,Bahrain,Efficiency
2008,5.05748767172971,Bahrain,Efficiency
2009,5.231515858529967,Bahrain,Efficiency
2010,5.295464505962116,Bahrain,Efficiency
2011,5.013699636064622,Bahrain,Efficiency
2012,4.385875697489965,Bahrain,Efficiency
2013,4.561466005094708,Bahrain,Efficiency
2014,4.626068847344612,Bahrain,Efficiency
2015,4.344727577676963,Bahrain,Efficiency
2016,3.717328416564712,Bahrain,Efficiency
2017,3.8931655577506845,Bahrain,Efficiency
2018,3.957939380593899,Bahrain,Efficiency
2019,3.67659928815943,Bahrain,Efficiency
2020,3.049200127047925,Bahrain,Efficiency
2021,3.2250372682365622,Bahrain,Efficiency
2022,3.2898110910785263,Bahrain,Efficiency
2023,3.0084709986421316,Bahrain,Efficiency
2023,-2.8990644366440534,Bahrain,Efficiency
2024,1.4082642837146722,Bahrain,Efficiency
2025,0.09129383187478624,Bahrain,Efficiency
2026,-1.5680012112208956,Bahrain,Efficiency
2027,-3.567192726141606,Bahrain,Efficiency
1986,2.8367735969999837,Iceland,Efficiency
1987,2.886349557917596,Iceland,Efficiency
1988,2.956894872492244,Iceland,Efficiency
1989,3.0009369469373683,Iceland,Efficiency
1990,3.0295451921632455,Iceland,Efficiency
1991,3.0791211530283844,Iceland,Efficiency
1992,3.149666467573865,Iceland,Efficiency
1993,3.193708541958716,Iceland,Efficiency
1994,3.222316787158072,Iceland,Efficiency
1995,3.271892748006898,Iceland,Efficiency
1996,3.3424380625109205,Iceland,Efficiency
1997,3.386480136882918,Iceland,Efficiency
1998,3.4150883820784337,Iceland,Efficiency
1999,3.46466434292474,Iceland,Efficiency
2000,3.535209657482513,Iceland,Efficiency
2001,3.579251731894468,Iceland,Efficiency
2002,3.6078599770926,Iceland,Efficiency
2003,3.6574359378657824,Iceland,Efficiency
2004,3.7279812523098848,Iceland,Efficiency
2005,3.7720233265907837,Iceland,Efficiency
2006,3.8006315698876216,Iceland,Efficiency
2007,3.850207528798398,Iceland,Efficiency
2008,3.9207522872450884,Iceland,Efficiency
2009,3.964777967971215,Iceland,Efficiency
2010,3.993340415740027,Iceland,Efficiency
2011,4.042730851306005,Iceland,Efficiency
2012,4.113090640572478,Iceland,Efficiency
2013,4.1569237191050235,Iceland,Efficiency
2014,4.185252363674831,Iceland,Efficiency
2015,4.234525970149983,Iceland,Efficiency
2016,4.304747200562671,Iceland,Efficiency
2017,4.348464302910525,Iceland,Efficiency
2018,4.376748463983473,Iceland,Efficiency
2019,4.4260003406957065,Iceland,Efficiency
2020,4.496221571108368,Iceland,Efficiency
2021,4.539938673456048,Iceland,Efficiency
2022,4.56822283452904,Iceland,Efficiency
2023,4.617474711241385,Iceland,Efficiency
2023,4.985516035112655,Iceland,Efficiency
2024,4.7788504941046135,Iceland,Efficiency
2025,4.890864726147816,Iceland,Efficiency
2026,5.023627507338384,Iceland,Efficiency
2027,5.176990405657122,Iceland,Efficiency
1986,-0.10477267716995403,Lao PDR,Efficiency
1987,-0.012075551530803502,Lao PDR,Efficiency
1988,0.08358121456484954,Lao PDR,Efficiency
1989,0.08249701784321617,Lao PDR,Efficiency
1990,0.17220671920894967,Lao PDR,Efficiency
1991,0.2649038448724656,Lao PDR,Efficiency
1992,0.36056061099205305,Lao PDR,Efficiency
1993,0.35947641430365007,Lao PDR,Efficiency
1994,0.4491861157081728,Lao PDR,Efficiency
1995,0.541883241415068,Lao PDR,Efficiency
1996,0.6375400075932999,Lao PDR,Efficiency
1997,0.6364558109487433,Lao PDR,Efficiency
1998,0.7261655123604358,Lao PDR,Efficiency
1999,0.8188646821261949,Lao PDR,Efficiency
2000,0.9145251803858068,Lao PDR,Efficiency
2001,0.913444744565087,Lao PDR,Efficiency
2002,1.003171812258709,Lao PDR,Efficiency
2003,1.0959141401189434,Lao PDR,Efficiency
2004,1.191624794535429,Lao PDR,Efficiency
2005,1.1905946337617928,Lao PDR,Efficiency
2006,1.2803683315392653,Lao PDR,Efficiency
2007,1.3731294838476213,Lao PDR,Efficiency
2008,1.4688502771852707,Lao PDR,Efficiency
2009,1.467833134383239,Lao PDR,Efficiency
2010,1.5576270396193355,Lao PDR,Efficiency
2011,1.6504102997055663,Lao PDR,Efficiency
2012,1.7461532002671303,Lao PDR,Efficiency
2013,1.7451553740198806,Lao PDR,Efficiency
2014,1.8349517325909515,Lao PDR,Efficiency
2015,1.9277355154633495,Lao PDR,Efficiency
2016,2.023478938848195,Lao PDR,Efficiency
2017,2.0224816368203413,Lao PDR,Efficiency
2018,2.112277995431889,Lao PDR,Efficiency
2019,2.2050617783413156,Lao PDR,Efficiency
2020,2.3008052017260554,Lao PDR,Efficiency
2021,2.2998078996982003,Lao PDR,Efficiency
2022,2.3896042583099035,Lao PDR,Efficiency
2023,2.4823880412192563,Lao PDR,Efficiency
2023,2.712640811708731,Lao PDR,Efficiency
2024,2.6768016051518986,Lao PDR,Efficiency
2025,2.7783604481803748,Lao PDR,Efficiency
2026,2.8827649443067687,Lao PDR,Efficiency
2027,2.989967074586281,Lao PDR,Efficiency
1986,7.6446963963000725,"Korea, Dem. People's Rep.",Efficiency
1987,7.551030780283831,"Korea, Dem. People's Rep.",Efficiency
1988,7.471437351362869,"Korea, Dem. People's Rep.",Efficiency
1989,7.201235280417221,"Korea, Dem. People's Rep.",Efficiency
1990,7.09344101787625,"Korea, Dem. People's Rep.",Efficiency
1991,6.999775402047668,"Korea, Dem. People's Rep.",Efficiency
1992,6.920181973390317,"Korea, Dem. People's Rep.",Efficiency
1993,6.649979902628289,"Korea, Dem. People's Rep.",Efficiency
1994,6.542185640052402,"Korea, Dem. People's Rep.",Efficiency
1995,6.448520024141454,"Korea, Dem. People's Rep.",Efficiency
1996,6.368926595329754,"Korea, Dem. People's Rep.",Efficiency
1997,6.0987245241472845,"Korea, Dem. People's Rep.",Efficiency
1998,5.990930261224666,"Korea, Dem. People's Rep.",Efficiency
1999,5.8972402381563045,"Korea, Dem. People's Rep.",Efficiency
2000,5.817544386440714,"Korea, Dem. People's Rep.",Efficiency
2001,5.547223403884557,"Korea, Dem. People's Rep.",Efficiency
2002,5.4392753042509,"Korea, Dem. People's Rep.",Efficiency
2003,5.3454553602898365,"Korea, Dem. People's Rep.",Efficiency
2004,5.265670292495269,"Korea, Dem. People's Rep.",Efficiency
2005,4.9952760574763,"Korea, Dem. People's Rep.",Efficiency
2006,4.887201574737045,"Korea, Dem. People's Rep.",Efficiency
2007,4.793207131399984,"Korea, Dem. People's Rep.",Efficiency
2008,4.7132848750439855,"Korea, Dem. People's Rep.",Efficiency
2009,4.442753075327067,"Korea, Dem. People's Rep.",Efficiency
2010,4.334629984711353,"Korea, Dem. People's Rep.",Efficiency
2011,4.240635540786278,"Korea, Dem. People's Rep.",Efficiency
2012,4.16071328407622,"Korea, Dem. People's Rep.",Efficiency
2013,3.8901814840991693,"Korea, Dem. People's Rep.",Efficiency
2014,3.782058393204771,"Korea, Dem. People's Rep.",Efficiency
2015,3.6880639488238014,"Korea, Dem. People's Rep.",Efficiency
2016,3.6081416916911353,"Korea, Dem. People's Rep.",Efficiency
2017,3.3376098914717742,"Korea, Dem. People's Rep.",Efficiency
2018,3.22948680041146,"Korea, Dem. People's Rep.",Efficiency
2019,3.1354923560637658,"Korea, Dem. People's Rep.",Efficiency
2020,3.0555700989308714,"Korea, Dem. People's Rep.",Efficiency
2021,2.785038298711434,"Korea, Dem. People's Rep.",Efficiency
2022,2.676915207651423,"Korea, Dem. People's Rep.",Efficiency
2023,2.582920763303574,"Korea, Dem. People's Rep.",Efficiency
2023,2.874516895475759,"Korea, Dem. People's Rep.",Efficiency
2024,2.4370645496050516,"Korea, Dem. People's Rep.",Efficiency
2025,2.3850077112886057,"Korea, Dem. People's Rep.",Efficiency
2026,2.346689692189737,"Korea, Dem. People's Rep.",Efficiency
2027,2.321945302714246,"Korea, Dem. People's Rep.",Efficiency
1986,0.03633575400001671,Mozambique,Efficiency
1987,0.137610250318272,Mozambique,Efficiency
1988,0.24747725958793443,Mozambique,Efficiency
1989,0.3023750953746074,Mozambique,Efficiency
1990,0.39504235626054557,Mozambique,Efficiency
1991,0.4963168525481495,Mozambique,Efficiency
1992,0.6061838616962733,Mozambique,Efficiency
1993,0.6610816973003566,Mozambique,Efficiency
1994,0.753748958053403,Mozambique,Efficiency
1995,0.8550234540824098,Mozambique,Efficiency
1996,0.9648904629389353,Mozambique,Efficiency
1997,1.0197882982028326,Mozambique,Efficiency
1998,1.112455558675077,Mozambique,Efficiency
1999,1.2137300544466758,Mozambique,Efficiency
2000,1.323597063025331,Mozambique,Efficiency
2001,1.3784948980909082,Mozambique,Efficiency
2002,1.471162158440525,Mozambique,Efficiency
2003,1.5724366541453805,Mozambique,Efficiency
2004,1.682303662846449,Mozambique,Efficiency
2005,1.7372014980031911,Mozambique,Efficiency
2006,1.8298687505692195,Mozambique,Efficiency
2007,1.9311401530364767,Mozambique,Efficiency
2008,2.041003851744873,Mozambique,Efficiency
2009,2.0958983678857024,Mozambique,Efficiency
2010,2.1885621246739877,Mozambique,Efficiency
2011,2.2898315090170165,Mozambique,Efficiency
2012,2.3996934062942916,Mozambique,Efficiency
2013,2.4545858161423055,Mozambique,Efficiency
2014,2.547247655047389,Mozambique,Efficiency
2015,2.648516583771207,Mozambique,Efficiency
2016,2.758378025326049,Mozambique,Efficiency
2017,2.8132702780837846,Mozambique,Efficiency
2018,2.9059319713026475,Mozambique,Efficiency
2019,3.0072008999232427,Mozambique,Efficiency
2020,3.1170623414780185,Mozambique,Efficiency
2021,3.1719545942356975,Mozambique,Efficiency
2022,3.264616287454645,Mozambique,Efficiency
2023,3.365885216075222,Mozambique,Efficiency
2023,3.6416140769198018,Mozambique,Efficiency
2024,3.5941708646956583,Mozambique,Efficiency
2025,3.721113111862267,Mozambique,Efficiency
2026,3.8565137679088752,Mozambique,Efficiency
2027,4.000298393071198,Mozambique,Efficiency
1986,2.0655504038000503,Oman,Efficiency
1987,2.0814292548697235,Oman,Efficiency
1988,2.0819100375278703,Oman,Efficiency
1989,2.026893931925362,Oman,Efficiency
1990,2.058147829021352,Oman,Efficiency
1991,2.0740266804430445,Oman,Efficiency
1992,2.0745074631187155,Oman,Efficiency
1993,2.019491358078953,Oman,Efficiency
1994,2.050745255004528,Oman,Efficiency
1995,2.066627157852076,Oman,Efficiency
1996,2.0671109926190714,Oman,Efficiency
1997,2.0120987085043063,Oman,Efficiency
1998,2.043356416224899,Oman,Efficiency
1999,2.0592874987992564,Oman,Efficiency
2000,2.0598352068682244,Oman,Efficiency
2001,2.004907915277607,Oman,Efficiency
2002,2.036277186110125,Oman,Efficiency
2003,2.052285746201069,Oman,Efficiency
2004,2.0528968135689,Oman,Efficiency
2005,1.9980113498407173,Oman,Efficiency
2006,2.0293968822162496,Oman,Efficiency
2007,2.0454076053768433,Oman,Efficiency
2008,2.0460498739300483,Oman,Efficiency
2009,1.9912183742389695,Oman,Efficiency
2010,2.0227263119638175,Oman,Efficiency
2011,2.038911337296632,Oman,Efficiency
2012,2.0396982940681365,Oman,Efficiency
2013,1.9849892544790664,Oman,Efficiency
2014,2.016552632122266,Oman,Efficiency
2015,2.032740964462513,Oman,Efficiency
2016,2.0335312288859666,Oman,Efficiency
2017,1.9788254531639384,Oman,Efficiency
2018,2.0103888318228513,Oman,Efficiency
2019,2.0265771648075184,Oman,Efficiency
2020,2.0273674292309125,Oman,Efficiency
2021,1.9726616535090191,Oman,Efficiency
2022,2.0042250321680277,Oman,Efficiency
2023,2.0204133651525455,Oman,Efficiency
2023,1.8770013651569983,Oman,Efficiency
2024,2.0065989316454833,Oman,Efficiency
2025,1.9766284975120196,Oman,Efficiency
2026,1.9313476205991122,Oman,Efficiency
2027,1.870837565502668,Oman,Efficiency
1986,6.213374988800018,Russian Federation,Efficiency
1987,6.090616275813252,Russian Federation,Efficiency
1988,5.958706774497188,Russian Federation,Efficiency
1989,5.817166491216619,Russian Federation,Efficiency
1990,5.703552310036766,Russian Federation,Efficiency
1991,5.580793597237167,Russian Federation,Efficiency
1992,5.448884095786978,Russian Federation,Efficiency
1993,5.307343813005874,Russian Federation,Efficiency
1994,5.193729631554399,Russian Federation,Efficiency
1995,5.070970917968506,Russian Federation,Efficiency
1996,4.939061415660586,Russian Federation,Efficiency
1997,4.797521132075664,Russian Federation,Efficiency
1998,4.683906950352261,Russian Federation,Efficiency
1999,4.5611482363669555,Russian Federation,Efficiency
2000,4.429238733691706,Russian Federation,Efficiency
2001,4.287698449276793,Russian Federation,Efficiency
2002,4.174084266440694,Russian Federation,Efficiency
2003,4.051325551551903,Russian Federation,Efficiency
2004,3.919416048338221,Russian Federation,Efficiency
2005,3.7778757635167115,Russian Federation,Efficiency
2006,3.6642624553464556,Russian Federation,Efficiency
2007,3.541504636365791,Russian Federation,Efficiency
2008,3.4095961139603044,Russian Federation,Efficiency
2009,3.268056813209957,Russian Federation,Efficiency
2010,3.154443792435433,Russian Federation,Efficiency
2011,3.031688203343565,Russian Federation,Efficiency
2012,2.899781825614312,Russian Federation,Efficiency
2013,2.7582447830181596,Russian Federation,Efficiency
2014,2.644633847143651,Russian Federation,Efficiency
2015,2.521878390491899,Russian Federation,Efficiency
2016,2.3899721450398377,Russian Federation,Efficiency
2017,2.248435126905288,Russian Federation,Efficiency
2018,2.134824201710324,Russian Federation,Efficiency
2019,2.012068744895636,Russian Federation,Efficiency
2020,1.8801624994435624,Russian Federation,Efficiency
2021,1.738625481309076,Russian Federation,Efficiency
2022,1.6250145561141407,Russian Federation,Efficiency
2023,1.5022590992993807,Russian Federation,Efficiency
2023,1.2613834726644955,Russian Federation,Efficiency
2024,1.2293032596345412,Russian Federation,Efficiency
2025,1.0791314411842317,Russian Federation,Efficiency
2026,0.9198721736476028,Russian Federation,Efficiency
2027,0.7515738270686025,Russian Federation,Efficiency
